,ASrNo,Business Name,Add,UniqueId,F_Pincode,new_Add_3,raw_address,country,words_in_address,pin_codes_found,states_found,street_names_found,landmarks_found,shop_house_nos_found,districts_found,village_or_citys_found
65,4725,Mohd Anees Garments,"Meena Bazar, Darya Ganj, Central",ICL49528447,110002,"Meena Bazar, Darya Ganj, Central","meena bazar, darya ganj, central",india,"['meena bazar', 'central', 'darya ganj']",,,,,,,
66,4728,ChawlaElectronics,"3778, Near Over Bridge, Netaji Subhash, Marg, Daryaganjj, Darya Ganj, Central",ICL29844133,110002,"3778, Near Over Bridge, Netaji Subhash, Marg, Daryaganjj, Darya Ganj, Central","3778, near over bridge, netaji subhash, marg, daryaganjj, darya ganj, central",india,"['near over bridge', 'netaji subhash', 'central', 'darya ganj', 'marg', '3778', 'daryaganjj']",,,Marg,Near over bridge,,,
67,4729,Milanelectronics,"3783, Netaji Subhash Marg, Darya Ganj, Central",ICL41292701,110002,"3783, Netaji Subhash Marg, Darya Ganj, Central","3783, netaji subhash marg, darya ganj, central",india,"['netaji subhash marg', '3783', 'central', 'darya ganj']",,,Netaji subhash marg,,,,
68,42283,Malik Electronic,"Shop No -2590, Sar Saheya Ahamd Road, Dariya Ganj, Darya Ganj, Central",ICL09118969,110002,"Shop No -2590, Sar Saheya Ahamd Road, Dariya Ganj, Darya Ganj, Central","shop no -2590, sar saheya ahamd road, dariya ganj, darya ganj, central",india,"['dariya ganj', 'shop no -2590', 'darya ganj', 'central', 'sar saheya ahamd road']",,,Sar saheya ahamd road,,Shop no -2590,,
69,42330,Hashmi electronics,"Darya Ganj, Central, Near Hashmi Electronics",ICL30060897,110002,"Darya Ganj, Central, Near Hashmi Electronics","darya ganj, central, near hashmi electronics",india,"['near hashmi electronics', 'central', 'darya ganj']",,,,Near hashmi electronics,,,
70,42341,Reliable Refrigeration Store,"6, Netaji Subhash Marg, Daryaganj, Darya Ganj, Central",ICL40934182,110002,"6, Netaji Subhash Marg, Daryaganj, Darya Ganj, Central","6, netaji subhash marg, daryaganj, darya ganj, central",india,"['6', 'daryaganj', 'darya ganj', 'netaji subhash marg', 'central']",,,Netaji subhash marg,,,,
71,42347,Lazer Electronics,"3785, Netaji Subhash Marg, Daryaganj, Darya Ganj, Central",ICL09106943,110002,"3785, Netaji Subhash Marg, Daryaganj, Darya Ganj, Central","3785, netaji subhash marg, daryaganj, darya ganj, central",india,"['daryaganj', 'darya ganj', '3785', 'netaji subhash marg', 'central']",,,Netaji subhash marg,,,,
72,42365,Sanjeevan medical research centre pr,"924, Ansari Road, Daryaganj, Darya Ganj, Central",ICL05971361,110002,"924, Ansari Road, Daryaganj, Darya Ganj, Central","924, ansari road, daryaganj, darya ganj, central",india,"['daryaganj', 'darya ganj', 'ansari road', 'central', '924']",,,Ansari road,,,,
73,42368,P D GUPTA MEDISCAN CENTRE PVT,"970, Daryaganj, Darya Ganj, Central",ICL23269355,110002,"970, Daryaganj, Darya Ganj, Central","970, daryaganj, darya ganj, central",india,"['daryaganj', '970', 'central', 'darya ganj']",,,,,,,
74,3586,Jai jawan tea shop,"Jai Jawan Tea Shop, Lodhi Road, New Delhii",ICL02674042,110003,"Jai Jawan Tea Shop, Lodhi Road, New Delhi","jai jawan tea shop, lodhi road, new delhii",india,"['jai jawan tea shop', 'lodhi road', 'new delhii']",,NCT of Delhi,Lodhi road,,,,
75,3632,Prem pal tea,"Lodhi Road, Lodhi Cloney, Safdarjung Air Port, South",ICL03475233,110003,"Lodhi Road, Lodhi Cloney, Safdarjung Air Port, South","lodhi road, lodhi cloney, safdarjung air port, south",india,"['lodhi cloney', 'safdarjung air port', 'south', 'lodhi road']",,,Lodhi road,,,,
76,3638,Bhagwati tea,"Lodhi Garden, Lodi Cloney, Lodi Road, South",ICL07172299,110003,"Lodhi Garden, Lodi Cloney, Lodi Road, South","lodhi garden, lodi cloney, lodi road, south",india,"['lodi road', 'south', 'lodhi garden', 'lodi cloney']",,,Lodi road,,,,
77,3647,Asgartea stall,"Aliganj (South Delhi), South",ICL09339881,110003,"Aliganj (South Delhi), South","aliganj (south delhi), south",india,"['aliganj (south delhi)', 'south']",,NCT of Delhi,,,,,
78,636268,Steak House,"9138, Jorbagh Market, Jor Bagh Market, Golf Links, South Delhi",ICL35381461,110003,"9138, Jorbagh Market, Jor Bagh Market, Golf Links, South Delhi","9138, jorbagh market, jor bagh market, golf links, south delhi",india,"['jor bagh market', 'south delhi', '9138', 'golf links', 'jorbagh market']",,NCT of Delhi,,,,,
79,636302,Mittal Tea House,"A8, Main Market Lodhi Road, Pandara Road, Central Delhi",ICL23660814,110003,"A8, Main Market Lodhi Road, Pandara Road, Central Delhi","a8, main market lodhi road, pandara road, central delhi",india,"['a8', 'main market lodhi road', 'pandara road', 'central delhi']",,NCT of Delhi,"Main market lodhi road, Pandara road",,,,
80,5584,New Madras Hotel,"Shop Number 7, Khanna Market, Lodi Road, South Delhi",ICL03575933,110003,"Shop Number 7, Khanna Market, Lodi Road, South Delhi","shop number 7, khanna market, lodi road, south delhi",india,"['south delhi', 'khanna market', 'shop number 7', 'lodi road']",,NCT of Delhi,Lodi road,,Shop number 7,,
81,5603,SHRI NARAYAN HOTEL,"Kotla Mubarakpur, Aliganj (South Delhi), South Delhi",ICL07103906,110003,"Kotla Mubarakpur, Aliganj (South Delhi), South Delhi","kotla mubarakpur, aliganj (south delhi), south delhi",india,"['kotla mubarakpur', 'south delhi', 'aliganj (south delhi)']",,NCT of Delhi,,,,,Kotla mubarakpur
82,5565,Titu Resturant,"5, Mini Market 2 Lodhi Road, Pragati Vihar, South Delhi",ICL05996061,110003,"5, Mini Market 2 Lodhi Road, Pragati Vihar, South Delhi","5, mini market 2 lodhi road, pragati vihar, south delhi",india,"['pragati vihar', 'mini market 2 lodhi road', '5', 'south delhi']",,NCT of Delhi,Mini market 2 lodhi road,,,,
83,5577,Bhuj Restaurant,"Shop No. 66 A Khanna Market, Lodhi Road, Aliganj (South Delhi), South Delhi",ICL03901814,110003,"Shop No. 66 A Khanna Market, Lodhi Road, Aliganj (South Delhi), South Delhi","shop no. 66 a khanna market, lodhi road, aliganj (south delhi), south delhi",india,"['shop no. 66 a khanna market', 'aliganj (south delhi)', 'south delhi', 'lodhi road']",,NCT of Delhi,Lodhi road,,Shop no. 66 a khanna market,,
84,5597,EKTA RESTAURANT,"808, 7 Sukhdev Market, Kotla Mubarakpur, Kasturba Nagar (South Delhi), South Delhi",ICL03313022,110003,"808, 7 Sukhdev Market, Kotla Mubarakpur, Kasturba Nagar (South Delhi), South Delhi","808, 7 sukhdev market, kotla mubarakpur, kasturba nagar (south delhi), south delhi",india,"['kotla mubarakpur', 'south delhi', 'kasturba nagar (south delhi)', '7 sukhdev market', '808']",,NCT of Delhi,,,,,"Kotla mubarakpur, Kasturba nagar (south delhi)"
85,5600,Md Parwez restaurent,"Bapu Park Main Mkt, Bapu Park, Aliganj (South Delhi), South Delhi",ICL46155649,110003,"Bapu Park Main Mkt, Bapu Park, Aliganj (South Delhi), South Delhi","bapu park main mkt, bapu park, aliganj (south delhi), south delhi",india,"['bapu park', 'bapu park main mkt', 'south delhi', 'aliganj (south delhi)']",,NCT of Delhi,,,,,
86,634132,Sandhya Medicos,"Kwality Qunte Centre, Chaudhary Hardhyan9 Singh Marg, Kotla Mubarakpur, Defence Colony, South East Delhi District, New Delhi",ICL30044471,110003,"Kwality Qunte Centre, Chaudhary Hardhyan9 Singh Marg, Kotla Mubarakpur, Defence Colony, South East Delhi District, New Delhi","kwality qunte centre, chaudhary hardhyan9 singh marg, kotla mubarakpur, defence colony, south east delhi district, new delhi",india,"['kwality qunte centre', 'kotla mubarakpur', 'south east delhi district', 'new delhi', 'chaudhary hardhyan9 singh marg', 'defence colony']",,NCT of Delhi,Chaudhary hardhyan9 singh marg,,,South east delhi district,Kotla mubarakpur
87,634134,Verma Medical,"Kotala Mubarakpur, Lodi Road, South Delhi",ICL05607604,110003,"Kotala Mubarakpur, Lodi Road, South Delhi","kotala mubarakpur, lodi road, south delhi",india,"['south delhi', 'kotala mubarakpur', 'lodi road']",,NCT of Delhi,Lodi road,,,,Kotala mubarakpur
88,634138,Balaji Medicos,"943-3 Arjun Nagar, Kotla Mubarakpur, Kasturba 9 Nagar, South Delhi",ICL03276674,110003,"943-3 Arjun Nagar, Kotla Mubarakpur, Kasturba 9 Nagar, South Delhi","943-3 arjun nagar, kotla mubarakpur, kasturba 9 nagar, south delhi",india,"['kasturba 9 nagar', 'kotla mubarakpur', '943-3 arjun nagar', 'south delhi']",,NCT of Delhi,,,,,"Kasturba 9 nagar, Kotla mubarakpur, 943-3 arjun nagar"
89,634139,LIFE CARE PHARMA,"9954-4 Arjun Nagar, South Ex, Kasturba Nagar, South Delhi",ICL08426003,110003,"9954-4 Arjun Nagar, South Ex, Kasturba Nagar, South Delhi","9954-4 arjun nagar, south ex, kasturba nagar, south delhi",india,"['south delhi', '9954-4 arjun nagar', 'kasturba nagar', 'south ex']",,NCT of Delhi,,,,,"9954-4 arjun nagar, Kasturba nagar"
90,634144,Negi Homeo Pharmacy,"A-1662 6, Babu Park, C G Complex, South Delhi",ICL24241149,110003,"A-1662 6, Babu Park, C G Complex, South Delhi","a-1662 6, babu park, c g complex, south delhi",india,"['south delhi', 'c g complex', 'babu park', 'a-1662 6']",,NCT of Delhi,,,,,
91,634145,M. R. Chemist & Opticals,"941-4 Gurudwara Road, Kotla Mubarakpur, Kasturba Nagar, South Delhi",ICL03145288,110003,"941-4 Gurudwara Road, Kotla Mubarakpur, Kasturba Nagar, South Delhi","941-4 gurudwara road, kotla mubarakpur, kasturba nagar, south delhi",india,"['kotla mubarakpur', 'kasturba nagar', 'south delhi', '941-4 gurudwara road']",,NCT of Delhi,941-4 gurudwara road,,,,"Kotla mubarakpur, Kasturba nagar"
92,634146,RAWAT CHEMIST,"Bapu Park Near Mother Dairy, Bapu Park, Aliganj, South Delhi",ICL08911325,110003,"Bapu Park Near Mother Dairy, Bapu Park, Aliganj, South Delhi","bapu park near mother dairy, bapu park, aliganj, south delhi",india,"['bapu park', 'south delhi', 'aliganj', 'bapu park near mother dairy']",,NCT of Delhi,,Bapu park near mother dairy,,,
93,634149,DEV MEDICAL,"Shop No C 49, Babu Park, C G Complex, South Delhi",ICL00750999,110003,"Shop No C 49, Babu Park, C G Complex, South Delhi","shop no c 49, babu park, c g complex, south delhi",india,"['south delhi', 'c g complex', 'babu park', 'shop no c 49']",,NCT of Delhi,,,Shop no c 49,,
94,634151,Gopal Medical Store,"Shop No 737, Kotla Pillanji, C G Complex, South Delhi",ICL02506107,110003,"Shop No 737, Kotla Pillanji, C G Complex, South Delhi","shop no 737, kotla pillanji, c g complex, south delhi",india,"['south delhi', 'kotla pillanji', 'c g complex', 'shop no 737']",,NCT of Delhi,,,Shop no 737,,
95,634156,OM AYURVEDIC AND MEDICINE CE,"486, 6, Subash Market, Kotla Mubarakpur, Aliganj, South Delhi",ICL07944201,110003,"486, 6, Subash Market, Kotla Mubarakpur, Aliganj, South Delhi","486, 6, subash market, kotla mubarakpur, aliganj, south delhi",india,"['6', 'kotla mubarakpur', 'subash market', 'south delhi', 'aliganj', '486']",,NCT of Delhi,,,,,Kotla mubarakpur
96,634159,BIOAID PHARMA,"9333 Chhatarpur, Chattarpur, Safdarjung Air Port, South Delhi",ICL09347655,110003,"9333 Chhatarpur, Chattarpur, Safdarjung Air Port, South Delhi","9333 chhatarpur, chattarpur, safdarjung air port, south delhi",india,"['safdarjung air port', 'south delhi', '9333 chhatarpur', 'chattarpur']",,NCT of Delhi,,,,,"Chattarpur, 9333 chhatarpur"
97,634160,Ekta Medicos,"9808.1, Kotla Mubarakpur, Lodi Road, South Delhi",ICL04427652,110003,"9808.1, Kotla Mubarakpur, Lodi Road, South Delhi","9808.1, kotla mubarakpur, lodi road, south delhi",india,"['kotla mubarakpur', 'south delhi', '9808.1', 'lodi road']",,NCT of Delhi,Lodi road,,,,Kotla mubarakpur
98,634163,Amit Chemist,"Sachin Communication, 8772, Shri Shri Krishna9Sharma Marg, Sewa Nagar, Defence Colony, South East Delhi District, Aliganj, South Delhi",ICL02213819,110003,"Sachin Communication, 8772, Shri Shri Krishna9Sharma Marg, Sewa Nagar, Defence Colony, South East Delhi District, Aliganj, South Delhi","sachin communication, 8772, shri shri krishna9sharma marg, sewa nagar, defence colony, south east delhi district, aliganj, south delhi",india,"['shri shri krishna9sharma marg', 'sewa nagar', 'south delhi', 'south east delhi district', 'defence colony', 'sachin communication', '8772', 'aliganj']",,NCT of Delhi,Shri shri krishna9sharma marg,,,South east delhi district,Sewa nagar
99,634164,DR K P KATHURIA CHEMIST,"744, Subhash Market, Kotla Mubarakpur, Kasturba Nagar, South Delhi",ICL20570379,110003,"744, Subhash Market, Kotla Mubarakpur, Kasturba Nagar, South Delhi","744, subhash market, kotla mubarakpur, kasturba nagar, south delhi",india,"['kotla mubarakpur', '744', 'kasturba nagar', 'south delhi', 'subhash market']",,NCT of Delhi,,,,,"Kotla mubarakpur, Kasturba nagar"
100,634165,Maa Barahi Medical Store,"6Ali Ganj Kotla Mubarakpur, New Delhi, Kasturba, Nagar, South Delhi",ICL47329424,110003,"6Ali Ganj Kotla Mubarakpur, New Delhi, Kasturba, Nagar, South Delhi","6ali ganj kotla mubarakpur, new delhi, kasturba, nagar, south delhi",india,"['kasturba', 'south delhi', 'new delhi', 'nagar', '6ali ganj kotla mubarakpur']",,NCT of Delhi,,,,,"Nagar, 6ali ganj kotla mubarakpur"
101,634166,Medicare,"Shop No.6 Bk Dutt Colony Karbala Market, Lodi Road, South Delhi",ICL09652949,110003,"Shop No.6 Bk Dutt Colony Karbala Market, Lodi Road, South Delhi","shop no.6 bk dutt colony karbala market, lodi road, south delhi",india,"['south delhi', 'shop no.6 bk dutt colony karbala market', 'lodi road']",,NCT of Delhi,Lodi road,,Shop no.6 bk dutt colony karbala market,,
102,634170,Roshni Medicos,"Shop No 21Sewa Nagar Market, Aliganj, South Delhi",ICL23098956,110003,"Shop No 21Sewa Nagar Market, Aliganj, South Delhi","shop no 21sewa nagar market, aliganj, south delhi",india,"['shop no 21sewa nagar market', 'south delhi', 'aliganj']",,NCT of Delhi,,,Shop no 21sewa nagar market,,Shop no 21sewa nagar market
103,634171,Roshni Medicos,"Main Mkt Sewa Nagar, Kotla, C G Complex, South Delhi",ICL00475436,110003,"Main Mkt Sewa Nagar, Kotla, C G Complex, South Delhi","main mkt sewa nagar, kotla, c g complex, south delhi",india,"['south delhi', 'kotla', 'main mkt sewa nagar', 'c g complex']",,NCT of Delhi,,,,,Main mkt sewa nagar
104,634173,Dori Pharmacy,"Shop No. 1 B, Khanna Market, Lodi Road, South Delhi",ICL10008517,110003,"Shop No. 1 B, Khanna Market, Lodi Road, South Delhi","shop no. 1 b, khanna market, lodi road, south delhi",india,"['south delhi', 'khanna market', 'shop no. 1 b', 'lodi road']",,NCT of Delhi,Lodi road,,Shop no. 1 b,,
105,634174,Nagpal Pharmacy,"Shop No-4, Khanna Market, New Delhi, Lodi Road, South Delhi",ICL07907798,110003,"Shop No-4, Khanna Market, New Delhi, Lodi Road, South Delhi","shop no-4, khanna market, new delhi, lodi road, south delhi",india,"['lodi road', 'south delhi', 'new delhi', 'khanna market', 'shop no-4']",,NCT of Delhi,Lodi road,,Shop no-4,,
106,634175,Apollo Pharmacy - Khanna Market,"673/68, Block 6, Lodhi Colony, New Delhi, Delhi. 11 M From Parking Area Pin",ICL00216654,110003,"673/68, Block 6, Lodhi Colony, New Delhi, Delhi. 11 M From Parking Area Pin","673/68, block 6, lodhi colony, new delhi, delhi. 11 m from parking area pin",india,"['new delhi', 'lodhi colony', 'block 6', 'delhi. 11 m from parking area pin', '673/68']",,NCT of Delhi,,,,,
107,634177,Metro Chemist & Store,"Shop No 93, Khanna Market, Lodhi Colony, Pandara Road, Central Delhi",ICL01063918,110003,"Shop No 93, Khanna Market, Lodhi Colony, Pandara Road, Central Delhi","shop no 93, khanna market, lodhi colony, pandara road, central delhi",india,"['shop no 93', 'khanna market', 'lodhi colony', 'pandara road', 'central delhi']",,NCT of Delhi,Pandara road,,Shop no 93,,
108,636272,Sachdeva Store & Chemist,"64, 65, Khanna Market, Lodi Road, South Delhi",ICL00134826,110003,"64, 65, Khanna Market, Lodi Road, South Delhi","64, 65, khanna market, lodi road, south delhi",india,"['lodi road', 'south delhi', 'khanna market', '65', '64']",,NCT of Delhi,Lodi road,,,,
109,2758,Pal tea stall,"845, Bapa Nagar Karol Bagh, Karol Bagh, Central Delhi",ICL09158379,110005,"845, Bapa Nagar Karol Bagh, Karol Bagh, Central Delhi","845, bapa nagar karol bagh, karol bagh, central delhi",india,"['karol bagh', 'bapa nagar karol bagh', 'central delhi', '845']",,NCT of Delhi,,,,,Bapa nagar karol bagh
110,2769,MANOJ TEA STALL,"Ain Road, Karol Bagh, Central Delhi",ICL00446108,110005,"Ain Road, Karol Bagh, Central Delhi","ain road, karol bagh, central delhi",india,"['ain road', 'karol bagh', 'central delhi']",,NCT of Delhi,Ain road,,,,
111,2778,Aashish tea stall,"Karol Bagh Metro Station, Karol Bagh, Central Delhi",ICL06202861,110005,"Karol Bagh Metro Station, Karol Bagh, Central Delhi","karol bagh metro station, karol bagh, central delhi",india,"['karol bagh', 'karol bagh metro station', 'central delhi']",,NCT of Delhi,,,,,
112,2781,Swaran Madras cafe,"Main Faiz Road, Karol Bagh, Central Delhi, 11",ICL01841665,110005,"Main Faiz Road, Karol Bagh, Central Delhi, 11","main faiz road, karol bagh, central delhi, 11",india,"['11', 'karol bagh', 'main faiz road', 'central delhi']",,NCT of Delhi,Main faiz road,,,,
113,20742,Libas cafe,"52-45, Prabhat Road Karol Bagh Near Khalsa, College, Karol Bagh, Central",ICL29004423,110005,"52-45, Prabhat Road Karol Bagh Near Khalsa, College, Karol Bagh, Central","52-45, prabhat road karol bagh near khalsa, college, karol bagh, central",india,"['prabhat road karol bagh near khalsa', 'karol bagh', '52-45', 'college', 'central']",,,Prabhat road karol bagh near khalsa,Prabhat road karol bagh near khalsa,,,
114,32052,Manish tea stall,"997, Karol Bagh Gafar Markit, Karol Bagh, Central",ICL13306656,110005,"997, Karol Bagh Gafar Markit, Karol Bagh, Central","997, karol bagh gafar markit, karol bagh, central",india,"['karol bagh', 'central', '997', 'karol bagh gafar markit']",,,,,,,
115,8118,N H Club,"6149, Ground Floor, Gali No 5 Black No 1, Dev, Nagar, Karol Bagh, Civil Lines, Central District, New Delhii",ICL37164739,110005,"6149, Ground Floor, Gali No 5 Black No 1, Dev, Nagar, Karol Bagh, Civil Lines, Central District, New Delhi","6149, ground floor, gali no 5 black no 1, dev, nagar, karol bagh, civil lines, central district, new delhii",india,"['karol bagh', 'gali no 5 black no 1', 'civil lines', 'dev', 'central district', 'new delhii', 'nagar', 'ground floor', '6149']",,NCT of Delhi,,,,Central district,Nagar
116,2717,HOTEL DELHI DARBAR,"Shop No. 15A-26, Ajmal Khan Road Karol Bagh, Karol Bagh, Central",ICL05129295,110005,"Shop No. 15A-26, Ajmal Khan Road Karol Bagh, Karol Bagh, Central","shop no. 15a-26, ajmal khan road karol bagh, karol bagh, central",india,"['karol bagh', 'central', 'shop no. 15a-26', 'ajmal khan road karol bagh']",,,Ajmal khan road karol bagh,,Shop no. 15a-26,,
117,2723,Kerala Hotel,"Shop No 11 - 7A5, Channa Market Karol Bagh New Delhil, Karol Bagh, Central Del",ICL15699479,110005,"Shop No 11 - 7A5, Channa Market Karol Bagh New Delhil, Karol Bagh, Central Del","shop no 11 - 7a5, channa market karol bagh new delhil, karol bagh, central del",india,"['central del', 'karol bagh', 'shop no 11 - 7a5', 'channa market karol bagh new delhil']",,NCT of Delhi,,,Shop no 11 - 7a5,,
118,14279,Sisley the boutique hotel,"53, 3, D, B Gupta Road, Karol Bagh, New Delhii, Central",ICL08138295,110005,"53, 3, D, B Gupta Road, Karol Bagh, New Delhi, Central","53, 3, d, b gupta road, karol bagh, new delhii, central",india,"['karol bagh', '3', 'b gupta road', 'new delhii', '53', 'd', 'central']",,NCT of Delhi,B gupta road,,,,
119,14280,Hotel Sehej inn,"51, 3, New Market, W.E.A Near Liberty Cinema, New Rohtak Road, Karol Bagh, Central",ICL44390127,110005,"51, 3, New Market, W.E.A Near Liberty Cinema, New Rohtak Road, Karol Bagh, Central","51, 3, new market, w.e.a near liberty cinema, new rohtak road, karol bagh, central",india,"['karol bagh', 'w.e.a near liberty cinema', '51', 'new market', '3', 'central', 'new rohtak road']",,,New rohtak road,W.e.a near liberty cinema,,,
120,14282,Hotel Blue Saapphire,"3351-54, Christian Colony, Bank Street, Karol, Bagh, Central",ICL01518989,110005,"3351-54, Christian Colony, Bank Street, Karol, Bagh, Central","3351-54, christian colony, bank street, karol, bagh, central",india,"['bagh', 'karol', '3351-54', 'bank street', 'central', 'christian colony']",,,Bank street,,,,
121,14283,Hotel Sehej Continental,"53, 1, D B Gupta Road, Karol Bagh, Central",ICL14198265,110005,"53, 1, D B Gupta Road, Karol Bagh, Central","53, 1, d b gupta road, karol bagh, central",india,"['1', 'karol bagh', '53', 'central', 'd b gupta road']",,,D b gupta road,,,,
122,14291,Hotel sunshine,"1 7-B, 21, Dev Nagarbdesh Bandhu Gupta Road, Karol Bagh, Central",ICL45268737,110005,"1 7-B, 21, Dev Nagarbdesh Bandhu Gupta Road, Karol Bagh, Central","1 7-b, 21, dev nagarbdesh bandhu gupta road, karol bagh, central",india,"['karol bagh', '1 7-b', '21', 'central', 'dev nagarbdesh bandhu gupta road']",,,Dev nagarbdesh bandhu gupta road,,,,Dev nagarbdesh bandhu gupta road
123,14292,Hotel Singh international,"Karol Bagh, Central, Near Hotel Singh International",ICL05593815,110005,"Karol Bagh, Central, Near Hotel Singh International","karol bagh, central, near hotel singh international",india,"['karol bagh', 'central', 'near hotel singh international']",,,,Near hotel singh international,,,
124,14293,HOTEL PITRASHISH GROUP,"Hotel Pitrashish, New Rohtak Road, Near, Liberty Cinema, Karol Bagh, New Delhii",ICL43809781,110005,"Hotel Pitrashish, New Rohtak Road, Near, Liberty Cinema, Karol Bagh, New Delhi","hotel pitrashish, new rohtak road, near, liberty cinema, karol bagh, new delhii",india,"['near', 'karol bagh', 'hotel pitrashish', 'new delhii', 'liberty cinema', 'new rohtak road']",,NCT of Delhi,New rohtak road,Near,,,
125,14295,Hotel krishna palace,"4-36, W.E.A Saraswati Marg, Karol Bagh, Central",ICL41503319,110005,"4-36, W.E.A Saraswati Marg, Karol Bagh, Central","4-36, w.e.a saraswati marg, karol bagh, central",india,"['4-36', 'karol bagh', 'central', 'w.e.a saraswati marg']",,,W.e.a saraswati marg,,,,
126,14299,Hotel Jyoti deluxe,"4-68, W.E.A Karol Bagh, Karol Bagh, Central",ICL17992859,110005,"4-68, W.E.A Karol Bagh, Karol Bagh, Central","4-68, w.e.a karol bagh, karol bagh, central",india,"['w.e.a karol bagh', '4-68', 'central', 'karol bagh']",,,,,,,
